region,province,city,district,psgc,xcode
Region III,Tarlac,Victoria,Bulo,036917007,03TR18007
Region III,Tarlac,Victoria,Cabuluan,036917008,03TR18008
Region III,Tarlac,Victoria,Calibungan,036917009,03TR18009
Region III,Tarlac,Victoria,Canarem,036917010,03TR18010
Region III,Tarlac,Victoria,Cruz,036917011,03TR18011
Region III,Tarlac,Victoria,Lalapac,036917012,03TR18012
Region III,Tarlac,Victoria,Maluid,036917013,03TR18013
Region III,Tarlac,Victoria,Mangolago,036917014,03TR18014
Region III,Tarlac,Victoria,Masalasa,036917015,03TR18015
Region III,Tarlac,Victoria,Palacpalac,036917016,03TR18016
Region III,Tarlac,Victoria,San Agustin,036917017,03TR18017
Region III,Tarlac,Victoria,San Andres,036917018,03TR18018
Region III,Tarlac,Victoria,San Fernando,036917019,03TR18019
Region III,Tarlac,Victoria,San Francisco,036917020,03TR18020
Region III,Tarlac,Victoria,San Gavino,036917021,03TR18021
Region III,Tarlac,Victoria,San Jacinto,036917023,03TR18023
Region III,Tarlac,Victoria,San Nicolas,036917024,03TR18024
Region III,Tarlac,Victoria,San Vicente,036917025,03TR18025
Region III,Tarlac,Victoria,Santa Barbara,036917026,03TR18026
Region III,Tarlac,Victoria,Santa Lucia,036917027,03TR18027
Region III,Zambales,Botolan,Bangan,037101001,03ZM01001
Region III,Zambales,Botolan,Batonlapoc,037101003,03ZM01003
Region III,Zambales,Botolan,Beneg,037101004,03ZM01004
Region III,Zambales,Botolan,Capayawan,037101005,03ZM01005
Region III,Zambales,Botolan,Carael,037101006,03ZM01006
Region III,Zambales,Botolan,Danacbunga,037101007,03ZM01007
Region III,Zambales,Botolan,Maguisguis,037101008,03ZM01008
Region III,Zambales,Botolan,Mambog,037101009,03ZM01009
Region III,Zambales,Botolan,Moraza,037101010,03ZM01010
Region III,Zambales,Botolan,Paco,037101011,03ZM01011
Region III,Zambales,Botolan,Panan,037101013,03ZM01013
Region III,Zambales,Botolan,Parel,037101014,03ZM01014
Region III,Zambales,Botolan,Paudpod,037101015,03ZM01015
Region III,Zambales,Botolan,Poonbato,037101016,03ZM01016
Region III,Zambales,Botolan,Porac,037101017,03ZM01017
Region III,Zambales,Botolan,San Isidro,037101018,03ZM01018
Region III,Zambales,Botolan,San Juan,037101019,03ZM01019
Region III,Zambales,Botolan,San Miguel,037101020,03ZM01020
Region III,Zambales,Botolan,Santiago,037101021,03ZM01021
Region III,Zambales,Botolan,Tampo,037101022,03ZM01022
Region III,Zambales,Botolan,Taugtog,037101023,03ZM01023
Region III,Zambales,Botolan,Villar,037101024,03ZM01024
Region III,Zambales,Botolan,Bancal,037101025,03ZM01025
Region III,Zambales,Botolan,Belbel,037101026,03ZM01026
Region III,Zambales,Botolan,Binuclutan,037101027,03ZM01027
Region III,Zambales,Botolan,Burgos,037101028,03ZM01028
Region III,Zambales,Botolan,Cabatuan,037101029,03ZM01029
Region III,Zambales,Botolan,Malomboy,037101030,03ZM01030
Region III,Zambales,Botolan,Nacolcol,037101031,03ZM01031
Region III,Zambales,Botolan,Owaog-Nibloc,037101032,03ZM01032
Region III,Zambales,Botolan,Palis,037101033,03ZM01033
Region III,Zambales,Cabangan,Anonang,037102001,03ZM02001
Region III,Zambales,Cabangan,Apo-Apo,037102002,03ZM02002
Region III,Zambales,Cabangan,Arew,037102004,03ZM02004
Region III,Zambales,Cabangan,Banuambayo,037102005,03ZM02005
Region III,Zambales,Cabangan,Cadmang-Reserva,037102006,03ZM02006
Region III,Zambales,Cabangan,Camiling,037102008,03ZM02008
Region III,Zambales,Cabangan,Casabaan,037102009,03ZM02009
Region III,Zambales,Cabangan,Dolores,037102010,03ZM02010
Region III,Zambales,Cabangan,Del Carmen,037102011,03ZM02011
Region III,Zambales,Cabangan,Laoag,037102012,03ZM02012
Region III,Zambales,Cabangan,Lomboy,037102013,03ZM02013
Region III,Zambales,Cabangan,Longos,037102014,03ZM02014
Region III,Zambales,Cabangan,Mabanglit,037102016,03ZM02016
Region III,Zambales,Cabangan,New San Juan,037102017,03ZM02017
Region III,Zambales,Cabangan,San Antonio,037102018,03ZM02018
Region III,Zambales,Cabangan,San Isidro,037102019,03ZM02019
Region III,Zambales,Cabangan,San Juan,037102020,03ZM02020
Region III,Zambales,Cabangan,San Rafael,037102021,03ZM02021
Region III,Zambales,Cabangan,Santa Rita,037102023,03ZM02023
Region III,Zambales,Cabangan,Santo Nino,037102024,03ZM02024
Region III,Zambales,Cabangan,Tondo,037102025,03ZM02025
Region III,Zambales,Cabangan,Felmida-Diaz,037102026,03ZM02026
Region III,Zambales,Candelaria,Babancal,037103001,03ZM03001
Region III,Zambales,Candelaria,Binabalian,037103002,03ZM03002
Region III,Zambales,Candelaria,Catol,037103003,03ZM03003
Region III,Zambales,Candelaria,Dampay,037103004,03ZM03004
Region III,Zambales,Candelaria,Lauis,037103005,03ZM03005
Region III,Zambales,Candelaria,Libertador,037103006,03ZM03006
Region III,Zambales,Candelaria,Malabon,037103007,03ZM03007
Region III,Zambales,Candelaria,Malimanga,037103008,03ZM03008
Region III,Zambales,Candelaria,Pamibian,037103011,03ZM03011
Region III,Zambales,Candelaria,Panayonan,037103012,03ZM03012
Region III,Zambales,Candelaria,Pinagrealan,037103013,03ZM03013
Region III,Zambales,Candelaria,Poblacion,037103015,03ZM03015
Region III,Zambales,Candelaria,Sinabacan,037103016,03ZM03016
Region III,Zambales,Candelaria,Taposo,037103017,03ZM03017
Region III,Zambales,Candelaria,Uacon,037103018,03ZM03018
Region III,Zambales,Candelaria,Yamot,037103019,03ZM03019
Region III,Zambales,Castillejos,Balaybay,037104001,03ZM04001
Region III,Zambales,Castillejos,Buenavista,037104002,03ZM04002
Region III,Zambales,Castillejos,Del Pilar,037104003,03ZM04003
Region III,Zambales,Castillejos,Looc,037104004,03ZM04004
Region III,Zambales,Castillejos,Magsaysay,037104005,03ZM04005
Region III,Zambales,Castillejos,Nagbayan,037104006,03ZM04006
Region III,Zambales,Castillejos,Nagbunga,037104007,03ZM04007
Region III,Zambales,Castillejos,San Agustin,037104008,03ZM04008
Region III,Zambales,Castillejos,San Jose,037104010,03ZM04010
Region III,Zambales,Castillejos,San Juan,037104011,03ZM04011
Region III,Zambales,Castillejos,San Nicolas,037104012,03ZM04012
Region III,Zambales,Castillejos,San Pablo,037104013,03ZM04013
Region III,Zambales,Castillejos,San Roque,037104014,03ZM04014
Region III,Zambales,Castillejos,Santa Maria,037104015,03ZM04015
Region III,Zambales,Iba,Amungan,037105001,03ZM05001
Region III,Zambales,Iba,Zone 2 Pob.,037105002,03ZM05002
Region III,Zambales,Iba,Zone 5 Pob.,037105003,03ZM05003
Region III,Zambales,Iba,Bangantalinga,037105004,03ZM05004
Region III,Zambales,Iba,Zone 6 Pob.,037105005,03ZM05005
Region III,Zambales,Iba,Zone 3 Pob.,037105007,03ZM05007
Region III,Zambales,Iba,Dirita-Baloguen,037105008,03ZM05008
Region III,Zambales,Iba,Zone 1 Pob.,037105009,03ZM05009
Region III,Zambales,Iba,Lipay-Dingin-Panibuatan,037105010,03ZM05010
Region III,Zambales,Iba,Palanginan,037105012,03ZM05012
Region III,Zambales,Iba,Zone 4 Pob.,037105015,03ZM05015
Region III,Zambales,Iba,San Agustin,037105016,03ZM05016
Region III,Zambales,Iba,Santa Barbara,037105017,03ZM05017
Region III,Zambales,Iba,Santo Rosario,037105018,03ZM05018
Region III,Zambales,Masinloc,Baloganon,037106001,03ZM06001
Region III,Zambales,Masinloc,Bamban,037106002,03ZM06002
Region III,Zambales,Masinloc,Bani,037106003,03ZM06003
Region III,Zambales,Masinloc,Collat,037106004,03ZM06004
Region III,Zambales,Masinloc,Inhobol,037106005,03ZM06005
Region III,Zambales,Masinloc,North Poblacion,037106006,03ZM06006
Region III,Zambales,Masinloc,San Lorenzo,037106007,03ZM06007
Region III,Zambales,Masinloc,San Salvador,037106008,03ZM06008
Region III,Zambales,Masinloc,Santa Rita,037106009,03ZM06009
Region III,Zambales,Masinloc,Santo Rosario,037106010,03ZM06010
Region III,Zambales,Masinloc,South Poblacion,037106011,03ZM06011
Region III,Zambales,Masinloc,Taltal,037106012,03ZM06012
Region III,Zambales,Masinloc,Tapuac,037106013,03ZM06013
Region III,Zambales,Olongapo City,Asinan,037107001,03ZM07001
Region III,Zambales,Olongapo City,Banicain,037107002,03ZM07002
Region III,Zambales,Olongapo City,Barreto,037107003,03ZM07003
Region III,Zambales,Olongapo City,East Bajac-Bajac,037107005,03ZM07005
Region III,Zambales,Olongapo City,East Tapinac,037107006,03ZM07006
Region III,Zambales,Olongapo City,Gordon Heights,037107008,03ZM07008
Region III,Zambales,Olongapo City,Kalaklan,037107011,03ZM07011
Region III,Zambales,Olongapo City,New Kalalake,037107012,03ZM07012
Region III,Zambales,Olongapo City,Mabayuan,037107013,03ZM07013
Region III,Zambales,Olongapo City,New Cabalan,037107014,03ZM07014
Region III,Zambales,Olongapo City,New Ilalim,037107015,03ZM07015
Region III,Zambales,Olongapo City,New Kababae,037107016,03ZM07016
Region III,Zambales,Olongapo City,Pag-Asa,037107017,03ZM07017
Region III,Zambales,Olongapo City,Santa Rita,037107018,03ZM07018
Region III,Zambales,Olongapo City,West Bajac-Bajac,037107019,03ZM07019
Region III,Zambales,Olongapo City,West Tapinac,037107020,03ZM07020
Region III,Zambales,Olongapo City,Old Cabalan,037107021,03ZM07021
Region III,Zambales,Palauig,Alwa,037108001,03ZM08001
Region III,Zambales,Palauig,Bato,037108002,03ZM08002
Region III,Zambales,Palauig,Bulawen,037108003,03ZM08003
Region III,Zambales,Palauig,Cauyan,037108004,03ZM08004
Region III,Zambales,Palauig,Garreta,037108005,03ZM08005
Region III,Zambales,Palauig,Libaba,037108006,03ZM08006
Region III,Zambales,Palauig,Liozon,037108007,03ZM08007
Region III,Zambales,Palauig,Lipay,037108008,03ZM08008
Region III,Zambales,Palauig,Locloc,037108009,03ZM08009
Region III,Zambales,Palauig,Macarang,037108010,03ZM08010
Region III,Zambales,Palauig,Magalawa,037108011,03ZM08011
Region III,Zambales,Palauig,Pangolingan,037108012,03ZM08012
Region III,Zambales,Palauig,East Poblacion,037108013,03ZM08013
Region III,Zambales,Palauig,West Poblacion,037108015,03ZM08015
Region III,Zambales,Palauig,Salaza,037108016,03ZM08016
Region III,Zambales,Palauig,San Juan,037108017,03ZM08017
Region III,Zambales,Palauig,Santo Nino,037108018,03ZM08018
Region III,Zambales,Palauig,Santo Tomas,037108019,03ZM08019
Region III,Zambales,Palauig,Tition,037108020,03ZM08020
Region III,Zambales,San Antonio,Angeles,037109001,03ZM09001
Region III,Zambales,San Antonio,Antipolo,037109002,03ZM09002
Region III,Zambales,San Antonio,Burgos,037109003,03ZM09003
Region III,Zambales,San Antonio,West Dirita,037109004,03ZM09004
Region III,Zambales,San Antonio,East Dirita,037109005,03ZM09005
Region III,Zambales,San Antonio,Luna,037109006,03ZM09006
Region III,Zambales,San Antonio,Pundaquit,037109007,03ZM09007
Region III,Zambales,San Antonio,San Esteban,037109008,03ZM09008
Region III,Zambales,San Antonio,San Gregorio,037109009,03ZM09009
Region III,Zambales,San Antonio,San Juan,037109010,03ZM09010
Region III,Zambales,San Antonio,San Miguel,037109011,03ZM09011
Region III,Zambales,San Antonio,San Nicolas,037109012,03ZM09012
Region III,Zambales,San Antonio,Santiago,037109013,03ZM09013
Region III,Zambales,San Antonio,Rizal,037109014,03ZM09014
Region III,Zambales,San Felipe,Amagna,037110001,03ZM10001
Region III,Zambales,San Felipe,Apostol,037110002,03ZM10002
Region III,Zambales,San Felipe,Balincaguing,037110003,03ZM10003
Region III,Zambales,San Felipe,Faranal,037110004,03ZM10004
Region III,Zambales,San Felipe,Feria,037110005,03ZM10005
Region III,Zambales,San Felipe,Maloma,037110006,03ZM10006
Region III,Zambales,San Felipe,Manglicmot,037110007,03ZM10007
Region III,Zambales,San Felipe,Rosete,037110008,03ZM10008
Region III,Zambales,San Felipe,San Rafael,037110009,03ZM10009
Region III,Zambales,San Felipe,Santo Nino,037110011,03ZM10011
Region III,Zambales,San Felipe,Sindol,037110012,03ZM10012
Region III,Zambales,San Marcelino,Aglao,037111001,03ZM11001
Region III,Zambales,San Marcelino,Buhawen,037111002,03ZM11002
Region III,Zambales,San Marcelino,Burgos,037111003,03ZM11003
Region III,Zambales,San Marcelino,Consuelo Norte,037111004,03ZM11004
Region III,Zambales,San Marcelino,Consuelo Sur,037111005,03ZM11005
Region III,Zambales,San Marcelino,La Paz,037111006,03ZM11006
Region III,Zambales,San Marcelino,Laoag,037111007,03ZM11007
Region III,Zambales,San Marcelino,Linasin,037111008,03ZM11008
Region III,Zambales,San Marcelino,Linusungan,037111010,03ZM11010
Region III,Zambales,San Marcelino,Lucero,037111011,03ZM11011
Region III,Zambales,San Marcelino,Nagbunga,037111012,03ZM11012
Region III,Zambales,San Marcelino,Rizal,037111014,03ZM11014
Region III,Zambales,San Marcelino,San Guillermo,037111015,03ZM11015
Region III,Zambales,San Marcelino,San Isidro,037111016,03ZM11016
Region III,Zambales,San Marcelino,San Rafael,037111017,03ZM11017
Region III,Zambales,San Marcelino,Santa Fe,037111018,03ZM11018
Region III,Zambales,San Marcelino,Central,037111019,03ZM11019
Region III,Zambales,San Marcelino,Rabanes,037111020,03ZM11020
Region III,Zambales,San Narciso,Alusiis,037112001,03ZM12001
Region III,Zambales,San Narciso,Beddeng,037112002,03ZM12002
Region III,Zambales,San Narciso,Candelaria,037112003,03ZM12003
Region III,Zambales,San Narciso,Dallipawen,037112004,03ZM12004
Region III,Zambales,San Narciso,Grullo,037112005,03ZM12005
Region III,Zambales,San Narciso,La Paz,037112006,03ZM12006
Region III,Zambales,San Narciso,Libertad,037112007,03ZM12007
Region III,Zambales,San Narciso,Namatacan,037112008,03ZM12008
Region III,Zambales,San Narciso,Natividad,037112009,03ZM12009
Region III,Zambales,San Narciso,Paite,037112010,03ZM12010
Region III,Zambales,San Narciso,Patrocinio,037112011,03ZM12011
Region III,Zambales,San Narciso,San Jose,037112012,03ZM12012
Region III,Zambales,San Narciso,San Juan,037112013,03ZM12013
Region III,Zambales,San Narciso,San Pascual,037112014,03ZM12014
Region III,Zambales,San Narciso,San Rafael,037112015,03ZM12015
Region III,Zambales,San Narciso,Siminublan,037112016,03ZM12016
Region III,Zambales,San Narciso,Omaya,037112017,03ZM12017
Region III,Zambales,Santa Cruz,Babuyan,037113001,03ZM13001
Region III,Zambales,Santa Cruz,Bolitoc,037113002,03ZM13002
Region III,Zambales,Santa Cruz,Bangcol,037113003,03ZM13003
Region III,Zambales,Santa Cruz,Bayto,037113004,03ZM13004
Region III,Zambales,Santa Cruz,Biay,037113005,03ZM13005
Region III,Zambales,Santa Cruz,Canaynayan,037113007,03ZM13007
Region III,Zambales,Santa Cruz,Gama,037113008,03ZM13008
Region III,Zambales,Santa Cruz,Guinabon,037113009,03ZM13009
Region III,Zambales,Santa Cruz,Guisguis,037113010,03ZM13010
Region III,Zambales,Santa Cruz,Lipay,037113011,03ZM13011
Region III,Zambales,Santa Cruz,Lomboy,037113012,03ZM13012
Region III,Zambales,Santa Cruz,Lucapon North,037113013,03ZM13013
Region III,Zambales,Santa Cruz,Lucapon South,037113014,03ZM13014
Region III,Zambales,Santa Cruz,Malabago,037113015,03ZM13015
Region III,Zambales,Santa Cruz,Naulo,037113016,03ZM13016
Region III,Zambales,Santa Cruz,Poblacion North,037113017,03ZM13017
Region III,Zambales,Santa Cruz,Pagatpat,037113018,03ZM13018
Region III,Zambales,Santa Cruz,Pamonoran,037113019,03ZM13019
Region III,Zambales,Santa Cruz,Sabang,037113022,03ZM13022
Region III,Zambales,Santa Cruz,San Fernando,037113023,03ZM13023
Region III,Zambales,Santa Cruz,Poblacion South,037113024,03ZM13024
Region III,Zambales,Santa Cruz,Tabalong,037113025,03ZM13025
Region III,Zambales,Santa Cruz,Tubotubo North,037113028,03ZM13028
Region III,Zambales,Santa Cruz,Tubotubo South,037113029,03ZM13029
Region III,Zambales,Santa Cruz,Bulawon,037113030,03ZM13030
Region III,Zambales,Subic,Aningway Sacatihan,037114001,03ZM14001
Region III,Zambales,Subic,Asinan Poblacion,037114002,03ZM14002
Region III,Zambales,Subic,Asinan Proper,037114003,03ZM14003
Region III,Zambales,Subic,Baraca-Camachile,037114004,03ZM14004
Region III,Zambales,Subic,Batiawan,037114005,03ZM14005
Region III,Zambales,Subic,Calapacuan,037114008,03ZM14008
Region III,Zambales,Subic,Calapandayan,037114009,03ZM14009
Region III,Zambales,Subic,Cawag,037114011,03ZM14011
Region III,Zambales,Subic,Ilwas,037114013,03ZM14013
Region III,Zambales,Subic,Mangan-Vaca,037114014,03ZM14014
Region III,Zambales,Subic,Matain,037114016,03ZM14016
Region III,Zambales,Subic,Naugsol,037114017,03ZM14017
Region III,Zambales,Subic,Pamatawan,037114019,03ZM14019
Region III,Zambales,Subic,San Isidro,037114021,03ZM14021
Region III,Zambales,Subic,Santo Tomas,037114022,03ZM14022
Region III,Zambales,Subic,Wawandue,037114023,03ZM14023
Region IV-A,Batangas,Agoncillo,Adia,041001001,04BG01001
Region IV-A,Batangas,Agoncillo,Bagong Sikat,041001002,04BG01002
Region IV-A,Batangas,Agoncillo,Balangon,041001004,04BG01004
Region IV-A,Batangas,Agoncillo,Bilibinwang,041001005,04BG01005
Region IV-A,Batangas,Agoncillo,Bangin,041001006,04BG01006
Region IV-A,Batangas,Agoncillo,Barigon,041001007,04BG01007
Region IV-A,Batangas,Agoncillo,Coral na Munti,041001008,04BG01008
Region IV-A,Batangas,Agoncillo,Guitna,041001009,04BG01009
Region IV-A,Batangas,Agoncillo,Mabini,041001010,04BG01010
Region IV-A,Batangas,Agoncillo,Pamiga,041001012,04BG01012
Region IV-A,Batangas,Agoncillo,Panhulan,041001013,04BG01013
Region IV-A,Batangas,Agoncillo,Pansipit,041001014,04BG01014
Region IV-A,Batangas,Agoncillo,Poblacion,041001015,04BG01015
Region IV-A,Batangas,Agoncillo,Pook,041001016,04BG01016
Region IV-A,Batangas,Agoncillo,San Jacinto,041001017,04BG01017
Region IV-A,Batangas,Agoncillo,San Teodoro,041001018,04BG01018
Region IV-A,Batangas,Agoncillo,Santa Cruz,041001019,04BG01019
Region IV-A,Batangas,Agoncillo,Santo Tomas,041001020,04BG01020
Region IV-A,Batangas,Agoncillo,Subic Ibaba,041001021,04BG01021
Region IV-A,Batangas,Agoncillo,Subic Ilaya,041001022,04BG01022
Region IV-A,Batangas,Agoncillo,Banyaga,041001023,04BG01023
Region IV-A,Batangas,Alitagtag,Balagbag,041002001,04BG02001
Region IV-A,Batangas,Alitagtag,Concepcion,041002002,04BG02002
Region IV-A,Batangas,Alitagtag,Concordia,041002003,04BG02003
Region IV-A,Batangas,Alitagtag,Dalipit East,041002004,04BG02004
Region IV-A,Batangas,Alitagtag,Dalipit West,041002005,04BG02005
Region IV-A,Batangas,Alitagtag,Dominador East,041002006,04BG02006
Region IV-A,Batangas,Alitagtag,Dominador West,041002007,04BG02007
Region IV-A,Batangas,Alitagtag,Munlawin Sur,041002008,04BG02008
Region IV-A,Batangas,Alitagtag,Munlawin Norte,041002009,04BG02009
Region IV-A,Batangas,Alitagtag,Muzon Primero,041002011,04BG02011
Region IV-A,Batangas,Alitagtag,Muzon Segundo,041002012,04BG02012
Region IV-A,Batangas,Alitagtag,Pinagkurusan,041002013,04BG02013
Region IV-A,Batangas,Alitagtag,Ping-as,041002014,04BG02014
Region IV-A,Batangas,Alitagtag,Poblacion East,041002015,04BG02015
Region IV-A,Batangas,Alitagtag,Poblacion West,041002016,04BG02016
Region IV-A,Batangas,Alitagtag,San Jose,041002018,04BG02018
Region IV-A,Batangas,Alitagtag,Santa Cruz,041002019,04BG02019
Region IV-A,Batangas,Alitagtag,Tadlac,041002020,04BG02020
Region IV-A,Batangas,Alitagtag,San Juan,041002021,04BG02021
Region IV-A,Batangas,Balayan,Baclaran,041003001,04BG03001
Region IV-A,Batangas,Balayan,Barangay 1,041003003,04BG03003
Region IV-A,Batangas,Balayan,Barangay 10,041003004,04BG03004
Region IV-A,Batangas,Balayan,Barangay 11,041003005,04BG03005
Region IV-A,Batangas,Balayan,Barangay 12,041003006,04BG03006
Region IV-A,Batangas,Balayan,Barangay 2,041003007,04BG03007
Region IV-A,Batangas,Balayan,Barangay 3,041003008,04BG03008
Region IV-A,Batangas,Balayan,Barangay 4,041003009,04BG03009
Region IV-A,Batangas,Balayan,Barangay 5,041003010,04BG03010
Region IV-A,Batangas,Balayan,Barangay 6,041003011,04BG03011
Region IV-A,Batangas,Balayan,Barangay 7,041003012,04BG03012
Region IV-A,Batangas,Balayan,Barangay 8,041003013,04BG03013
Region IV-A,Batangas,Balayan,Barangay 9,041003014,04BG03014
Region IV-A,Batangas,Balayan,Calan,041003016,04BG03016
Region IV-A,Batangas,Balayan,Caloocan,041003017,04BG03017
Region IV-A,Batangas,Balayan,Calzada,041003018,04BG03018
Region IV-A,Batangas,Balayan,Canda,041003019,04BG03019
Region IV-A,Batangas,Balayan,Carenahan,041003020,04BG03020
Region IV-A,Batangas,Balayan,Caybunga,041003021,04BG03021
Region IV-A,Batangas,Balayan,Cayponce,041003022,04BG03022
Region IV-A,Batangas,Balayan,Dalig,041003023,04BG03023
Region IV-A,Batangas,Balayan,Dao,041003024,04BG03024
Region IV-A,Batangas,Balayan,Dilao,041003025,04BG03025
Region IV-A,Batangas,Balayan,Duhatan,041003026,04BG03026
Region IV-A,Batangas,Balayan,Durungao,041003027,04BG03027
Region IV-A,Batangas,Balayan,Gimalas,041003028,04BG03028
Region IV-A,Batangas,Balayan,Gumamela,041003029,04BG03029
Region IV-A,Batangas,Balayan,Lagnas,041003030,04BG03030
Region IV-A,Batangas,Balayan,Lanatan,041003031,04BG03031
Region IV-A,Batangas,Balayan,Langgangan,041003032,04BG03032
